,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,renovated_yrs_ago,log_price
11171,399950,5,2.0,2760,6420,1.0,0,0,5,7,1380,1380,51,1400,7112,78,64,4.0,4.0,52412,51,12.899094818276966
11173,528000,3,2.75,2160,4086,1.0,0,0,3,7,1380,780,28,1300,4080,59,47,1.0,1.0,75123,28,13.176851562688398
11174,614306,2,2.25,2210,5500,1.0,0,0,4,8,1410,800,47,2140,6600,19,45,1.0,1.0,95927,47,13.328248454319036
11176,261500,3,1.0,1130,3600,1.0,0,0,3,6,1130,0,107,1710,2231,81,68,3.0,3.0,79953,107,12.474189562487116
11180,420000,4,2.0,1700,6375,1.0,0,0,4,7,850,850,65,1470,8360,67,47,2.0,2.0,85759,65,12.948009990259552
11184,285000,3,2.5,1800,2516,2.0,0,0,3,7,1800,0,14,1800,2562,47,58,3.0,3.0,47604,14,12.560244459250786
11190,712500,5,2.0,2280,5400,1.5,0,0,4,7,1340,940,68,1770,5000,65,56,1.0,1.0,132917,68,13.476535191124942
11191,550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,115,1500,5496,83,65,4.0,4.0,76524,15,13.217673557208656
11194,925000,4,2.25,2110,6375,1.0,0,2,4,8,1600,510,74,2760,6375,34,46,1.0,1.0,75714,74,13.737549016494564
11198,400000,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,97,1550,5750,91,54,2.0,2.0,66794,97,12.89921982609012
11201,380000,3,1.0,1400,8710,1.0,0,0,4,7,1400,0,67,1460,8710,42,37,1.0,1.0,110060,67,12.847926531702571
11206,664000,2,1.75,1720,5785,1.0,0,0,3,6,860,860,67,1680,5184,79,47,3.0,3.0,84324,13,13.406037428458571
11220,672500,3,1.75,1580,5750,1.0,0,2,4,8,1330,250,68,2480,5750,51,44,1.0,1.0,157292,68,13.418757390458133
11221,1307000,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,83,2450,3500,76,65,2.0,2.0,96538,13,14.083244992606359
11223,620000,3,1.75,2140,5808,1.0,0,1,3,7,1070,1070,68,1930,5808,66,59,2.0,2.0,87667,68,13.337474757021274
11238,500000,2,1.0,1440,7130,1.0,0,2,3,7,1210,230,67,1970,7130,34,45,1.0,1.0,75714,67,13.122363377404328
11244,1030000,4,3.5,2730,5607,1.0,0,0,5,9,1660,1070,67,1720,5400,75,39,1.0,1.0,157292,67,13.845069360205818
11247,869000,2,1.75,1900,13122,1.0,1,4,3,7,1100,800,61,1650,13160,39,43,2.0,2.0,71524,61,13.67509840424753
11250,475000,3,2.5,950,1110,2.0,0,0,3,8,950,0,12,1230,1215,97,81,3.0,3.0,63419,12,13.071070083016776
11253,890000,5,1.0,2590,4652,2.0,0,0,4,8,2310,280,108,2360,4650,70,60,2.0,2.0,76524,108,13.698976741708323
11257,440000,3,1.75,1500,6180,1.0,0,0,4,6,1060,440,68,1740,6180,79,56,4.0,4.0,59275,68,12.994530005894447
11258,1500000,3,3.25,3990,8505,2.0,0,2,3,9,2870,1120,93,3640,8505,66,57,4.0,4.0,81676,16,14.220975666072441
11260,449950,3,1.75,1470,7590,1.0,0,0,3,7,1470,0,27,1700,5080,85,56,3.0,3.0,62786,27,13.016891744462097
11261,367000,2,1.0,700,2334,1.0,0,0,3,7,700,0,70,2300,5000,19,31,1.0,1.0,95927,70,12.813117127036707
11263,575000,3,1.75,2010,3800,2.0,0,0,2,7,2010,0,93,1540,3800,68,63,2.0,2.0,131429,93,13.26212531977949
11265,742500,2,3.0,2020,5000,1.0,0,0,3,8,1350,670,63,1160,1118,87,47,2.0,2.0,85595,63,13.517778149658993
11268,275000,2,1.0,830,5610,1.0,0,0,3,6,830,0,93,1310,2793,59,57,2.0,2.0,67277,93,12.524526376648707
11269,1200000,4,2.5,2390,4200,2.0,0,0,3,9,2150,240,91,2800,5250,83,74,3.0,3.0,98617,91,13.997832114758227
11271,399000,2,1.0,1120,8661,1.0,0,0,3,7,1120,0,69,1470,7205,58,52,1.0,1.0,64549,69,12.896716695872
11277,525000,3,1.75,1470,6550,1.0,0,2,3,7,1070,400,99,1440,6550,79,51,2.0,2.0,90208,99,13.17115354157376
11279,629950,3,2.5,1680,1683,2.0,0,0,3,9,1120,560,1,1610,1618,74,59,2.0,2.0,87667,1,13.353395730138777
11282,250000,2,1.0,890,6380,1.0,0,0,3,6,890,0,64,990,6380,68,52,2.0,2.0,85759,64,12.429216196844385
11285,935000,4,3.0,3680,7105,2.0,0,2,3,10,2890,790,7,1580,6815,61,50,2.0,2.0,80400,7,13.748301808270824
11287,355000,2,1.0,900,6656,1.0,0,0,3,7,900,0,75,1230,6400,74,50,2.0,2.0,90208,75,12.779873068457553
11293,578000,3,1.5,1660,6000,1.5,0,0,3,7,1660,0,78,1640,6000,77,37,1.0,1.0,157292,78,13.267329147654516
11294,575000,3,2.75,1710,3600,1.0,0,0,3,7,1590,120,106,1710,3600,89,63,2.0,2.0,96538,106,13.26212531977949
11295,333000,3,1.0,1050,7560,1.0,0,0,3,7,1050,0,64,1490,7560,78,55,4.0,4.0,75123,64,12.71589776896258
11299,630000,5,2.0,2330,6783,1.0,0,0,3,7,1310,1020,59,1930,6783,65,48,2.0,2.0,85759,59,13.353475098367715
11302,530000,3,1.0,1340,4284,1.0,0,0,3,7,1080,260,105,1960,4080,84,76,3.0,3.0,38487,105,13.180632285528304
11303,352750,2,1.75,1060,1241,2.0,0,0,3,7,960,100,7,1170,1400,85,65,3.0,3.0,79953,7,12.773514869715061
11304,427000,5,2.75,2220,4000,1.0,0,0,3,7,1230,990,42,1580,4000,79,72,2.0,2.0,66458,42,12.96453929221076
11305,558000,4,2.5,3220,5120,2.0,0,0,3,9,2420,800,15,1770,7680,64,57,3.0,3.0,61901,15,13.232114241363446
11306,438200,2,2.0,1600,5643,1.0,0,0,3,7,1600,0,61,1600,5746,38,43,1.0,1.0,132981,61,12.990430706143506
11307,340000,1,1.0,640,4800,1.0,0,0,3,6,640,0,97,1250,2847,76,53,1.0,1.0,66794,97,12.736700896592346
11308,830005,4,3.75,3610,7904,3.0,0,0,3,11,3290,320,21,2460,7300,39,43,1.0,1.0,96193,21,13.62918700385102
11309,411715,3,1.75,1840,5101,1.0,0,0,5,7,1040,800,63,1340,5000,64,52,3.0,3.0,79432,63,12.928086641391099
11313,555000,3,1.0,1250,4590,1.5,0,0,3,6,970,280,112,1830,4080,88,55,2.0,2.0,65172,112,13.226723392728571
11314,677000,3,2.0,2000,3207,1.0,0,0,4,7,1100,900,99,1460,3200,91,62,2.0,2.0,84728,99,13.425426551894413
11315,410000,3,1.75,1510,6597,1.0,0,0,4,6,950,560,76,1460,5320,63,94,1.0,1.0,47737,76,12.923912438680489
11316,755000,3,2.5,2420,8856,1.0,0,3,3,9,1620,800,58,2650,9750,44,42,3.0,3.0,61901,58,13.534473028231163
11318,544000,3,2.5,1460,1613,2.0,0,0,3,8,1180,280,8,1460,1403,83,45,2.0,2.0,85595,8,13.206704525838079
11319,800000,2,1.0,1570,5000,1.5,0,3,4,8,1570,0,91,1760,3000,71,55,2.0,2.0,79953,91,13.592367006650065
11323,377000,4,2.0,1640,5014,1.0,0,0,4,7,930,710,33,1600,5452,35,40,2.0,2.0,74107,33,12.84000046643015
11324,600000,3,1.0,1480,17360,1.0,0,1,3,8,1480,0,61,2250,8720,37,45,1.0,1.0,102500,61,13.304684934198285
11331,440000,4,1.75,1920,7986,1.0,0,0,3,7,960,960,63,1700,7452,69,50,3.0,3.0,56208,63,12.994530005894447
11335,416000,2,1.0,940,4264,1.0,0,0,5,7,940,0,66,1630,4472,52,43,2.0,2.0,75123,66,12.9384405392434
11338,397000,2,1.75,1610,4104,1.0,0,0,3,7,950,660,19,1510,5284,81,50,3.0,3.0,84324,19,12.891691559669328
11345,431000,3,1.0,1500,6240,1.0,0,0,4,7,1500,0,62,1230,6240,56,50,2.0,2.0,56208,62,12.973863369085883
11346,735000,4,1.75,2380,5700,2.0,0,1,4,7,1820,560,69,2190,5700,57,50,1.0,1.0,132917,69,13.507625778194974
11350,253000,3,1.5,880,6600,1.0,0,0,5,6,880,0,70,1020,6600,29,44,1.0,1.0,71524,70,12.441144767709654
11354,319950,2,1.0,920,8341,1.0,0,0,3,7,920,0,76,2330,9792,22,37,1.0,1.0,110060,76,12.675920012567609
11355,485000,3,1.0,1260,3230,1.5,0,0,3,7,1260,0,108,1700,3500,58,59,2.0,2.0,87667,108,13.09190416991962
11358,598000,4,2.5,2030,9825,1.0,0,0,3,8,1330,700,30,2180,7500,63,51,2.0,2.0,101413,30,13.301346032932768
11361,403950,2,1.0,710,1136,2.0,0,0,4,7,710,0,72,1370,1173,81,52,2.0,2.0,76980,72,12.909046386907857
11362,271000,2,1.0,710,4240,1.0,0,0,4,6,710,0,73,850,5200,72,49,3.0,3.0,47363,73,12.50987409986184
11363,335000,2,1.0,1510,3844,1.0,0,0,4,7,1510,0,92,1170,3844,81,57,2.0,2.0,56744,45,12.721885810807205
11365,630000,3,3.0,1880,2200,2.0,0,0,3,8,1520,360,8,1500,1426,85,56,2.0,2.0,72396,8,13.353475098367715
11370,300000,2,1.75,1360,8100,1.0,0,0,3,7,860,500,40,1830,6766,53,48,2.0,2.0,32472,40,12.61153775363834
11375,885000,4,3.5,3310,6000,2.0,0,2,3,8,2200,1110,5,1420,6000,68,49,1.0,1.0,90208,5,13.693342923990064
11378,1180500,3,1.75,1610,7200,1.0,0,0,3,8,1090,520,42,3790,7200,67,42,2.0,2.0,132000,42,13.981448635507705
11379,710000,2,1.5,1640,4080,1.5,0,0,5,7,1540,100,99,1880,4080,84,76,3.0,3.0,38487,99,13.473020249017498
11385,90000,1,1.0,560,4120,1.0,0,0,3,4,560,0,68,980,4120,50,44,3.0,3.0,47363,68,11.407564949312404
11388,651000,3,1.5,1890,4400,1.5,0,0,5,7,1890,0,96,1620,4080,77,69,2.0,2.0,88914,96,13.386264921190708
11389,369000,2,1.0,1320,6135,1.0,0,0,4,7,880,440,73,1050,4693,63,48,2.0,2.0,75123,73,12.818551923022664
11390,155000,2,1.0,810,4755,1.0,0,0,3,7,810,0,35,1180,4755,64,62,3.0,3.0,60917,35,11.951180395901384
11399,450000,6,2.25,3550,11780,1.0,0,0,4,8,2960,590,67,2360,8850,74,48,4.0,4.0,56208,67,13.017002861746507
11409,1260000,3,3.0,3230,8625,2.0,0,3,3,10,2220,1010,17,2330,6022,26,29,1.0,1.0,82333,17,14.04662227892766
11410,680000,4,1.0,1660,6075,1.5,0,0,5,7,1660,0,100,1810,5400,47,17,1.0,1.0,79681,100,13.429848077152288
11416,1350000,4,3.5,3600,5217,2.0,0,0,3,9,2720,880,68,2270,5217,62,47,2.0,2.0,137358,1,14.115615150414612
11419,980000,4,2.5,2730,4800,1.5,0,0,5,8,2230,500,106,2190,4200,89,63,2.0,2.0,96538,106,13.795307850646756
11420,412500,3,1.75,1530,6300,1.0,0,0,3,6,1530,0,73,920,6300,68,53,2.0,2.0,83421,11,12.929991484756872
11421,1298000,4,2.25,2860,5658,2.0,0,3,3,10,2130,730,82,2700,5221,58,34,1.0,1.0,157292,82,14.076335176246172
11422,326000,2,1.5,1030,798,3.0,0,0,3,8,1030,0,7,1020,1026,75,63,3.0,3.0,87159,7,12.694652660348844
11424,283000,3,1.75,1830,7600,2.0,0,0,3,7,1490,340,68,1300,4000,54,46,3.0,3.0,47363,68,12.553202176625376
11425,875000,6,3.25,2820,4536,2.0,0,0,4,8,1930,890,98,2820,4536,92,73,3.0,3.0,50500,98,13.681979165339751
11426,1310000,4,2.25,3750,5000,2.0,0,0,5,8,2440,1310,91,2170,4590,71,59,2.0,2.0,64797,91,14.085537695177337
11432,440000,3,1.75,1570,5120,1.0,0,2,3,7,980,590,68,2420,7200,30,44,2.0,2.0,125400,68,12.994530005894447
11436,685000,3,1.75,2720,4720,1.5,0,0,4,7,1580,1140,90,1660,4640,83,58,1.0,1.0,110091,90,13.437174117244362
11438,245000,2,1.0,670,1675,1.0,0,0,5,6,670,0,55,1220,1740,61,64,2.0,2.0,81676,55,12.409013489526865
11440,767250,4,3.0,2170,2500,2.0,0,0,3,8,1710,460,18,2170,4080,73,61,2.0,2.0,64797,18,13.550567972481982
11442,400000,3,1.0,1240,4000,1.5,0,0,3,8,1240,0,87,1200,17707,41,45,1.0,1.0,74107,15,12.89921982609012
11445,338500,2,1.0,720,6050,1.0,0,0,2,5,720,0,64,1480,7280,73,56,3.0,3.0,44951,64,12.732279371334467
11446,256000,3,1.0,950,4000,1.0,0,0,3,7,780,170,66,1230,4000,37,61,2.0,2.0,60917,66,12.4529327234617
11447,675000,3,2.5,2540,7680,2.0,0,1,4,9,2540,0,75,2490,7680,38,43,2.0,2.0,125400,14,13.422467969854667
11450,799500,4,2.5,2760,5750,2.0,0,0,3,8,2760,0,22,2760,5390,79,60,1.0,1.0,154868,22,13.591741811256144
11462,470000,3,3.25,1740,1693,2.0,0,0,3,8,1360,380,8,1130,1626,87,54,2.0,2.0,66794,8,13.06048797368624
11465,635000,3,1.75,1530,5000,1.0,0,2,3,7,1020,510,67,1530,5000,80,42,1.0,1.0,103750,67,13.36138027787483
11466,1020000,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,112,2300,4800,82,59,1.0,1.0,100172,112,13.835313185260453
11467,342000,2,2.5,1175,1366,2.0,0,0,3,8,740,435,10,1710,1255,78,61,3.0,3.0,87159,10,12.742566016044742
11473,660000,3,1.75,1320,5750,1.5,0,0,5,7,1320,0,97,1440,5750,76,42,1.0,1.0,77808,97,13.399995114002607
11479,442000,2,1.75,860,5535,1.0,0,0,3,7,860,0,67,1420,4960,49,54,2.0,2.0,111661,67,12.999065161059836
11484,464600,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,90,1490,5500,79,49,1.0,1.0,90208,90,13.048932099318444
11485,590000,3,1.0,1530,2370,2.0,0,0,3,8,1530,0,114,1310,2370,77,67,4.0,4.0,57786,114,13.287877815881902
11486,399000,3,2.5,1800,3300,2.0,0,0,3,7,1690,110,11,1570,3902,83,55,3.0,3.0,84324,11,12.896716695872
11487,305000,2,1.0,1030,6000,1.0,0,0,3,7,1030,0,90,1510,5000,77,56,4.0,4.0,59275,90,12.628067055589547
11489,433000,4,1.5,1550,5053,1.0,0,0,4,7,1180,370,52,1450,5639,81,50,3.0,3.0,84324,52,12.978493006984625
11493,396000,4,1.0,1040,4420,1.5,0,0,3,6,1040,0,71,1310,4920,80,56,2.0,2.0,62786,71,12.889169490236617
11495,540000,3,2.25,1670,3135,2.0,0,0,3,8,1220,450,13,1630,1596,59,39,1.0,1.0,90951,13,13.199324418540455
11496,1049000,3,2.25,2610,3357,2.0,0,0,4,7,1980,630,89,1940,3357,66,62,2.0,2.0,131429,89,13.863347887378435
11497,405000,3,2.0,1640,7201,1.0,0,0,3,8,1640,0,67,1750,7201,68,57,3.0,3.0,44951,67,12.911642346088676
11498,580000,4,1.5,2430,4995,1.5,0,0,4,7,1730,700,87,2240,5000,74,70,4.0,4.0,81676,87,13.270783382522602
11500,704000,4,2.25,2490,6973,1.0,0,0,4,8,1490,1000,62,1780,5612,40,34,1.0,1.0,157292,62,13.46453363514018
11501,772000,4,2.5,2110,3750,2.0,0,0,3,8,2110,0,15,1700,5000,78,49,2.0,2.0,97500,15,13.556739829006913
11512,422000,2,1.0,750,4000,1.0,0,0,4,6,750,0,89,1120,5038,71,44,3.0,3.0,84324,89,12.952760593018148
11514,569000,4,2.0,1730,3884,1.0,0,0,5,7,1060,670,91,1360,3563,89,60,2.0,2.0,71809,91,13.251635713108465
11518,1185000,7,3.5,3890,8342,2.0,0,4,3,9,2840,1050,47,2870,8342,19,31,1.0,1.0,95927,47,13.985253332551368
11519,365000,5,2.0,1600,4168,1.5,0,0,3,7,1600,0,88,1190,4168,49,45,1.0,1.0,75123,88,12.807652632564631
11523,508500,4,1.5,1800,6750,1.5,0,0,4,7,1800,0,65,1420,5900,57,44,2.0,2.0,103917,65,13.13922049447075
11525,630000,5,2.0,1900,5000,1.0,0,2,3,8,1720,180,58,1770,5000,70,54,1.0,1.0,97500,58,13.353475098367715
11529,890000,4,2.75,2310,4020,3.0,0,0,5,8,2310,0,36,2270,3750,79,56,2.0,2.0,137358,36,13.698976741708323
11530,665000,3,2.0,1620,2640,1.5,0,0,5,8,1620,0,86,1470,4080,67,52,2.0,2.0,111661,86,13.407542319637992
11539,605000,3,2.0,2060,4040,1.0,0,0,4,8,1120,940,68,1500,4000,89,48,1.0,1.0,90568,68,13.312983737012978
11543,560000,3,1.0,1440,5000,2.0,0,0,3,7,1440,0,105,1850,4500,85,49,2.0,2.0,81563,105,13.235692062711331
11544,457000,3,1.0,1170,3348,1.5,0,0,4,7,1170,0,91,1590,4219,85,53,2.0,2.0,90789,91,13.032438669876342
11545,585000,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,66,1060,4804,90,55,3.0,3.0,65188,66,13.279367126213991
11546,345000,2,1.0,770,3008,1.0,0,0,4,5,770,0,98,1550,4563,78,48,1.0,1.0,71705,98,12.751299696013493
11547,550000,4,3.5,3820,17745,2.0,0,2,3,8,2440,1380,60,2520,9640,68,65,4.0,4.0,60682,60,13.217673557208656
11549,425000,2,2.5,1140,1182,3.0,0,0,3,8,1140,0,8,1290,1189,96,54,2.0,2.0,72396,8,12.959844447906553
11556,459500,3,1.75,1470,4950,1.0,0,0,3,7,1030,440,31,1100,5250,53,51,3.0,3.0,64297,31,13.037894220777881
11560,554000,4,1.0,1120,7104,1.5,0,0,3,7,1120,0,69,1370,7104,40,46,2.0,2.0,72428,69,13.224919965729423
11564,400950,2,1.75,2320,6250,1.0,0,0,3,7,1400,920,67,1420,6250,83,51,1.0,1.0,90208,67,12.901592010235175
11565,630000,4,2.5,2240,4025,1.0,0,2,3,7,1250,990,89,1380,3500,73,58,2.0,2.0,91458,10,13.353475098367715
11572,607500,3,1.5,1800,4700,1.0,0,0,3,7,1200,600,74,1580,4700,83,51,2.0,2.0,101397,74,13.31710745419684
11573,505000,2,1.0,1250,5040,1.0,0,0,3,7,950,300,95,1290,5040,76,56,2.0,2.0,62786,95,13.132313708257493
11578,194000,1,1.0,820,1060,1.0,0,0,3,8,760,60,8,1770,1853,62,50,2.0,2.0,48036,8,12.175613438045467
11581,465000,3,1.5,900,8690,1.5,0,0,5,6,900,0,74,1000,6150,63,39,1.0,1.0,106319,74,13.049792684569493
11586,540000,2,1.25,1230,1569,2.0,0,0,3,9,1050,180,6,1100,1230,83,68,2.0,2.0,68199,6,13.199324418540455
11589,1400000,9,4.0,4620,5508,2.5,0,0,3,11,3870,750,100,2710,4320,93,71,3.0,3.0,50500,100,14.151982794585487
11594,520000,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,92,1580,7512,91,54,3.0,3.0,65188,92,13.161584090557609
11597,333000,2,1.0,720,6686,1.0,0,0,3,6,720,0,73,1200,6686,84,54,2.0,2.0,62786,73,12.71589776896258
11598,380000,2,2.0,1120,780,2.0,0,0,3,8,760,360,11,1120,1322,70,35,2.0,2.0,82333,11,12.847926531702571
11603,364000,2,2.25,1280,2574,2.0,0,0,3,7,1280,0,23,1250,3960,67,69,3.0,3.0,79953,23,12.804909146618874
11604,300000,3,1.0,1260,8280,1.0,0,0,3,6,1260,0,69,2100,8280,50,49,2.0,2.0,85759,69,12.61153775363834
11608,590000,4,2.5,2380,4950,2.0,0,0,3,8,2380,0,11,1370,5120,73,48,1.0,1.0,102500,11,13.287877815881902
11612,425000,3,1.0,1280,3200,1.5,0,0,3,7,1280,0,112,1320,1676,88,75,3.0,3.0,56700,112,12.959844447906553
11613,460000,2,1.0,850,4650,1.0,0,0,3,7,850,0,40,980,4700,85,56,2.0,2.0,62786,40,13.038981768465275
11615,566000,4,1.75,2440,5000,1.0,0,0,3,8,1340,1100,61,2170,5000,71,51,2.0,2.0,90789,61,13.246349357185322
11619,560000,3,3.5,1560,2198,2.0,0,0,3,8,1180,380,9,1550,1467,52,35,1.0,1.0,82333,9,13.235692062711331
11620,835000,6,2.0,3560,5120,2.5,0,2,3,9,3560,0,115,2130,5120,89,84,2.0,2.0,56700,115,13.635187003832991
11621,440000,3,1.5,2120,6290,1.0,0,0,4,8,1220,900,66,1620,5400,52,60,2.0,2.0,70458,66,12.994530005894447
11622,1015000,3,2.5,2920,5629,1.0,0,2,5,8,1460,1460,60,2380,5000,62,36,1.0,1.0,157292,60,13.830399170458026
11624,125000,3,1.0,1230,4800,1.5,0,0,1,6,1230,0,99,1230,4800,81,56,2.0,2.0,62786,99,11.736069016284436
11625,986000,4,3.5,2840,5900,2.0,0,0,3,10,1920,920,105,1300,4900,72,41,3.0,3.0,84324,7,13.801411633584774
11626,315000,4,2.5,2080,5650,1.0,0,0,3,7,1680,400,65,1270,5650,45,47,2.0,2.0,71524,65,12.66032791780777
11629,355000,2,1.0,1250,4558,1.0,0,0,3,7,1250,0,67,1180,4494,59,42,1.0,1.0,75123,67,12.779873068457553
11630,300000,3,1.0,1300,20812,1.0,0,0,3,6,1300,0,88,1210,17340,36,45,1.0,1.0,74107,88,12.61153775363834
11633,520000,2,1.5,1840,3825,1.0,0,0,3,8,1040,800,87,1290,5100,81,50,2.0,2.0,90789,87,13.161584090557609
11636,735000,4,3.0,2840,4120,1.5,0,0,4,8,2060,780,84,1840,5871,75,55,4.0,4.0,59275,84,13.507625778194974
11638,346500,3,3.25,1570,2048,2.0,0,0,3,8,1290,280,9,1570,2006,65,51,2.0,2.0,48036,9,12.755638097612096
11644,445700,3,2.5,1270,1180,3.0,0,0,3,8,1270,0,14,1320,1180,88,51,2.0,2.0,79681,14,13.007401358934649
11645,226000,4,1.0,1270,6459,1.5,0,0,3,7,1270,0,97,1300,4100,67,59,3.0,3.0,61901,97,12.328290278254425
11649,610000,5,2.5,3990,3839,1.0,0,0,4,8,1990,2000,53,2090,5000,83,58,2.0,2.0,104632,53,13.321214236149494
11650,605125,2,1.0,1160,5029,1.0,0,0,3,7,910,250,75,1220,5029,46,45,1.0,1.0,132917,75,13.313190327241992
11652,335000,2,1.75,1060,1202,2.0,0,0,3,7,760,300,12,1060,1493,81,50,1.0,1.0,90208,12,12.721885810807205
11655,440000,3,1.5,2260,5300,1.0,0,0,3,7,1200,1060,75,1950,5000,73,50,2.0,2.0,81563,75,12.994530005894447
11656,427000,4,1.0,1860,4736,1.5,0,0,1,7,1860,0,114,1800,4000,81,58,2.0,2.0,104632,114,12.96453929221076
11659,736500,3,2.0,2230,4800,1.5,0,0,4,7,1290,940,100,1650,5040,55,50,2.0,2.0,62639,100,13.509664514884822
11660,542500,3,2.5,1920,1649,2.5,0,0,3,8,1600,320,11,1650,3053,51,39,1.0,1.0,77808,11,13.203943364396752
11663,1225000,5,2.25,3440,5000,2.0,0,2,5,9,3440,0,114,2822,5000,65,49,2.0,2.0,137358,114,14.018451401960965
11667,575000,3,2.5,1590,2910,2.0,0,0,3,7,1110,480,31,1590,3880,84,55,2.0,2.0,111661,31,13.26212531977949
11673,485000,3,1.75,2180,7318,1.0,0,0,4,7,1210,970,48,2140,7560,71,55,4.0,4.0,54622,48,13.09190416991962
11674,720000,3,2.5,2100,2200,2.0,0,0,4,7,1500,600,96,1750,4400,83,59,2.0,2.0,104632,96,13.487006490992238
11675,489000,3,1.5,1020,9072,1.0,0,0,3,7,920,100,85,1620,7930,61,51,2.0,2.0,85759,85,13.10011776845701
11679,730000,4,1.5,2340,5000,2.0,0,0,3,8,2100,240,103,2320,5500,71,55,1.0,1.0,137358,103,13.500799813124573
11682,415000,2,1.0,1460,4200,1.0,0,0,4,6,880,580,101,1540,4200,76,49,2.0,2.0,97500,101,12.936033799212835
11686,335000,3,2.0,1170,5360,1.0,0,0,3,6,1170,0,96,1180,7200,79,57,3.0,3.0,47701,96,12.721885810807205
11689,975000,4,2.25,2250,3600,2.0,0,0,4,9,2010,240,103,1910,3990,70,60,2.0,2.0,87667,21,13.790192749979985
11694,645000,3,2.0,1640,4218,1.0,0,0,4,7,910,730,74,1670,4000,91,63,2.0,2.0,84728,74,13.37700559577791
11696,413000,4,1.0,1410,6000,1.0,0,0,3,7,810,600,90,1500,4800,99,0,2.0,2.0,67277,90,12.931202871943169
11698,636100,3,1.0,1010,6000,1.5,0,0,3,7,1010,0,96,1960,4000,84,67,1.0,1.0,96538,38,13.363111062666896
11701,409000,2,1.75,1480,4000,1.0,0,0,4,6,740,740,90,1060,4000,85,53,2.0,2.0,96193,90,12.921470435024938
11705,957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,10,3160,5746,60,34,1.0,1.0,157292,10,13.771558670435093
11710,414050,4,2.0,1590,10331,1.5,0,0,4,7,1590,0,59,1400,9434,40,46,4.0,4.0,60131,59,12.933742018461844
11711,400000,3,1.75,1050,6150,1.5,0,0,4,6,950,100,87,1360,6150,58,43,1.0,1.0,106319,87,12.89921982609012
11716,385000,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,33,1330,5196,74,63,4.0,4.0,60682,33,12.86099861326992
11718,600000,2,2.0,1270,5000,1.0,0,0,3,6,1270,0,71,2190,5000,70,54,1.0,1.0,97500,71,13.304684934198285
11722,670500,4,2.0,1590,6750,1.0,0,0,3,7,1590,0,64,2370,4500,66,60,2.0,2.0,76980,64,13.41577898170387
11730,168000,2,2.5,1160,2174,2.0,0,0,3,7,1160,0,17,1380,1919,74,56,4.0,4.0,54622,17,12.031719258385394
11736,400000,3,2.5,1390,2815,2.0,0,0,3,8,1390,0,16,1390,3700,55,56,2.0,2.0,67277,16,12.89921982609012
11737,700000,5,2.75,3100,9825,2.0,0,2,4,8,3100,0,65,2120,8400,35,51,2.0,2.0,125109,33,13.458835614025542
11738,450600,2,1.0,840,7020,1.5,0,0,4,7,840,0,72,1310,7072,55,47,1.0,1.0,90208,72,13.018335306980283
11739,550000,3,2.25,2090,8095,2.0,0,2,3,10,2090,0,27,1940,5635,39,46,2.0,2.0,102500,27,13.217673557208656
11740,580000,5,2.0,1940,6000,1.0,0,0,5,7,970,970,70,1700,6000,73,43,2.0,2.0,103917,70,13.270783382522602
11742,469000,3,1.75,1680,2400,1.5,0,0,3,7,1170,510,86,1080,4560,72,53,2.0,2.0,90789,86,13.058358047428415
11745,750000,3,2.5,3280,6750,2.0,0,1,3,9,2440,840,14,1770,6387,72,50,2.0,2.0,75123,14,13.527828485512496
11746,845000,4,2.5,2390,5071,2.0,0,0,3,9,1760,630,27,1940,5071,55,47,3.0,3.0,137358,27,13.64709190633931
11748,322000,3,1.0,1380,5864,1.0,0,0,3,7,790,590,71,1509,5864,78,62,3.0,3.0,56744,71,12.682306824526545
11749,988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,92,2190,3880,84,66,1.0,1.0,96538,92,13.803437976730006
11750,625000,2,1.75,1990,4000,1.0,0,0,5,7,1090,900,63,1270,5700,82,55,3.0,3.0,111661,63,13.345506928718539
11761,525000,3,1.0,1560,8100,1.0,0,0,4,8,1140,420,63,2130,8100,24,42,2.0,2.0,125400,63,13.17115354157376
11762,650000,4,2.75,2610,4160,3.0,0,0,5,8,1910,700,105,1470,4140,96,54,3.0,3.0,103750,105,13.38472764187182
11763,435000,2,1.0,870,4000,1.0,0,2,3,7,870,0,65,1690,4000,70,57,2.0,2.0,67277,65,12.983101310070822
11766,435000,3,2.5,3110,6000,1.0,0,2,3,8,1560,1550,48,2060,6000,54,45,3.0,3.0,47363,48,12.983101310070822
11769,500000,4,1.5,1330,5750,1.5,0,2,3,7,1330,0,100,1360,5750,84,52,1.0,1.0,71705,100,13.122363377404328
