,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,log_price
18936,507000,4,2.25,1490,956,2.0,0,0,3,7,1020,470,2005,0,98122,1510,1350,86,63,B,B,104632,13.13626628257332
18938,350000,2,1.5,830,1077,2.0,0,0,3,7,830,0,2006,0,98122,830,1366,96,82,D,C,63419,12.765688433465597
18943,580000,3,1.75,1850,5100,1.0,0,0,3,7,1020,830,1909,0,98105,1850,5100,87,75,B,C,38487,13.270783382522602
18945,497000,4,2.5,2240,7200,2.0,0,0,3,8,2240,0,1995,0,98118,1860,6600,62,46,B,D,59275,13.116345305078767
18946,345000,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,1330,4590,82,58,D,D,59275,12.751299696013497
18949,399950,3,1.5,2080,5244,1.0,0,0,3,7,1190,890,1959,0,98125,1850,6982,60,56,B,B,51741,12.899094818276968
18951,559000,4,1.75,2250,8458,1.0,0,0,3,8,1450,800,1954,0,98136,1950,7198,59,48,B,A,102500,13.233904752137237
18955,950000,5,2.0,2940,5500,2.0,0,0,4,9,2340,600,1909,0,98102,2940,5500,72,72,A,C,76980,13.764217263576723
18957,1150000,4,2.5,2330,30122,1.0,0,1,3,8,1490,840,1951,0,98115,2430,6726,30,46,A,A,132981,13.955272500339433
18959,315000,1,1.0,700,3876,1.0,0,0,3,6,700,0,1910,0,98103,1150,3952,93,51,B,B,90568,12.66032791780777
18963,420000,3,1.5,1130,5413,1.0,0,0,3,7,940,190,1946,0,98125,1400,7168,83,62,A,B,31863,12.948009990259552
18964,890000,6,3.75,2770,5000,1.0,0,0,3,8,1870,900,1969,0,98107,1570,2108,82,56,B,A,97500,13.698976741708323
18968,1161000,4,2.5,2960,26742,1.0,0,3,3,8,1480,1480,1949,1996,98115,2500,9460,30,46,A,A,132981,13.964792260680028
18971,959000,3,2.5,2830,3750,3.0,0,0,3,10,2830,0,2014,0,98117,1780,5000,76,49,A,B,101397,13.773646353865574
18972,471000,2,1.75,1240,6417,1.0,0,0,5,7,1240,0,1924,0,98126,1800,6417,77,50,B,A,90208,13.062613372998555
18984,866800,4,3.5,2970,5000,2.0,0,2,3,9,2200,770,2001,0,98117,1470,4560,63,36,A,A,79681,13.67256354864434
18985,425000,3,1.0,1000,5100,1.0,0,0,3,7,860,140,1946,0,98115,1000,5100,71,48,A,B,103917,12.959844447906553
18987,280000,3,1.75,1670,6034,1.0,0,0,3,7,990,680,1957,0,98118,1230,6034,22,59,B,B,60917,12.542544882151386
18990,550000,2,0.75,1040,4000,1.0,0,0,3,7,930,110,1909,0,98119,1700,4800,67,60,B,B,87667,13.217673557208654
19005,353250,2,1.0,1060,1600,2.0,0,0,3,7,1060,0,1979,0,98144,1360,3360,66,61,B,B,81676,12.774931300546774
19006,455000,2,1.5,1090,6750,1.0,0,0,3,7,950,140,1942,0,98117,1640,6750,52,42,A,A,101397,13.028052697933088
19008,571500,4,1.75,1920,7455,1.0,0,0,4,7,960,960,1939,1964,98125,1920,7455,30,50,A,C,87222,13.256019762217003
19009,441000,2,1.0,1150,3000,1.0,0,0,3,6,780,370,1915,0,98118,1150,5000,90,64,C,D,59275,12.996800154428984
19012,736000,2,1.0,1500,4000,1.0,0,0,3,8,1100,400,1933,0,98109,1980,4000,85,66,B,B,96538,13.508985397711013
19016,629000,3,2.0,1510,4560,2.0,0,0,4,7,1510,0,1909,1995,98116,1990,5000,44,31,B,A,82333,13.351886535682578
19021,346500,3,1.0,1150,11802,1.0,0,0,4,7,1150,0,1932,1958,98106,1880,6082,37,51,B,A,67277,12.755638097612096
19024,1001000,4,2.0,3100,8000,1.5,0,0,5,7,2040,1060,1939,0,98103,1650,4000,68,52,B,C,111661,13.816510058297357
19025,400000,2,2.0,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,98108,1660,4650,65,53,B,C,79432,12.89921982609012
19026,724950,4,2.0,2270,5760,2.0,0,0,4,8,2270,0,1909,0,98116,1420,5760,88,42,B,B,106319,13.49385796594134
19028,295000,2,1.0,650,5400,1.0,0,0,3,6,650,0,1950,0,98122,1310,4906,80,58,B,A,104632,12.594730635321957
19029,700000,4,3.25,2780,7875,2.0,0,0,3,9,2780,0,2006,0,98133,1000,7500,68,48,B,C,32472,13.458835614025542
19030,482000,2,1.5,1300,1229,2.0,0,0,3,8,1160,140,2000,0,98107,1430,1255,90,53,B,B,85595,13.085699393032737
19034,355000,3,1.0,1180,5965,1.5,0,0,4,6,1180,0,1928,0,98125,1270,7710,71,56,B,B,56208,12.779873068457553
19036,303000,2,1.5,1400,1650,3.0,0,0,3,7,1400,0,1999,0,98125,1430,1650,83,57,C,C,44951,12.621488084491506
19042,690000,3,2.0,1760,6428,1.0,0,0,4,7,980,780,1942,0,98199,1760,6004,75,39,A,A,157292,13.444446876573442
19048,365000,2,1.0,920,6600,1.0,0,0,4,6,920,0,1910,0,98118,1370,5500,93,58,C,D,57750,12.80765263256463
19050,811000,3,3.0,2470,7410,2.0,0,0,5,8,1860,610,1977,0,98117,2390,7800,43,47,B,A,95927,13.60602333309755
19054,135900,2,1.0,760,3800,1.0,0,0,3,6,760,0,1950,0,98178,1220,7410,5,38,C,C,71524,11.819674600139235
19056,522500,4,1.75,2100,6480,1.0,0,0,5,7,1300,800,1947,0,98177,1840,7500,77,56,B,B,72428,13.166380262821104
19058,450000,3,1.0,1430,5960,1.5,0,0,4,7,1430,0,1917,0,98118,1140,3960,90,63,D,D,59275,13.017002861746503
19061,540000,2,1.0,1170,4750,1.0,0,0,3,6,1170,0,1903,0,98107,1170,2023,91,54,B,B,85595,13.199324418540456
19063,718500,3,2.0,2910,6600,2.0,0,0,4,7,1920,990,1900,1988,98118,1370,5500,92,56,C,D,57750,13.484920984501217
19068,1415000,4,3.0,3110,4408,2.5,0,3,4,10,2510,600,1931,0,98105,3250,5669,33,43,A,A,132917,14.162640089059476
19073,760000,2,1.0,1410,3600,1.5,0,0,4,7,1310,100,1925,0,98103,1740,4200,77,50,A,B,113906,13.541073712262515
19081,560000,4,2.0,1380,4048,1.5,0,0,4,7,1380,0,1906,0,98103,1440,3956,88,63,B,C,65625,13.235692062711331
19082,550000,3,1.75,1410,5000,1.0,0,0,4,7,810,600,1923,0,98107,1760,5000,69,48,A,B,79681,13.217673557208654
19086,774900,5,1.0,1750,3861,1.5,0,0,3,7,1750,0,1903,0,98122,1700,4255,80,57,C,B,76524,13.560489267752041
19090,250000,2,1.0,800,5220,1.0,0,0,3,6,800,0,1943,0,98125,1910,5376,82,63,B,B,31863,12.429216196844383
19095,665000,3,1.0,1650,5102,1.0,0,0,4,8,1300,350,1953,0,98199,1440,5102,46,35,A,A,157292,13.407542319637992
19098,148000,2,1.0,630,4200,1.0,0,0,3,6,630,0,1930,0,98106,970,4200,54,43,B,C,47363,11.904967552746252
19099,707000,3,1.5,1980,4000,2.0,0,0,3,8,1980,0,1919,0,98109,1980,3600,82,67,B,B,98750,13.468785944878709
19100,399000,3,1.0,990,4250,1.0,0,0,4,7,840,150,1924,0,98136,990,4500,76,49,A,A,102500,12.896716695872
19107,429000,5,2.5,2720,8120,1.0,0,0,3,7,1360,1360,1970,0,98108,2020,8120,55,57,B,D,79432,12.969212197910155
19118,353000,2,1.0,860,8511,1.0,0,0,3,7,860,0,1949,0,98125,1554,8499,62,52,B,B,56208,12.774223335915433
19120,341000,2,1.0,1040,4000,1.0,0,0,3,6,1040,0,1914,0,98144,1740,4000,80,73,B,C,51316,12.739637756265655
19133,1028950,5,3.25,2680,3011,2.0,0,0,3,9,1870,810,1910,2014,98122,3440,5165,69,50,B,B,137358,13.844049422770695
19138,276000,2,1.0,870,2676,1.0,0,0,3,7,820,50,2004,0,98144,1500,1719,81,61,C,D,59275,12.528156144699286
19142,655000,4,2.75,3160,8197,1.0,0,0,3,8,1580,1580,1962,0,98115,2050,8197,55,41,A,A,132981,13.39239051461739
19143,635500,3,2.0,1660,3600,1.0,0,0,3,7,1000,660,1939,2006,98103,1700,4356,81,49,A,A,81563,13.362167369611646
19149,1050000,3,2.25,2480,15022,1.0,0,4,3,9,1330,1150,1967,2003,98136,2500,8178,14,43,A,A,90208,13.864300722133706
19150,476000,2,2.25,1140,1332,3.0,0,0,3,8,1140,0,1999,0,98103,1140,1267,91,67,B,B,93155,13.073173133213556
19157,435500,1,1.75,1020,4512,1.0,0,0,3,7,770,250,1937,0,98115,1230,5029,46,45,A,A,132917,12.984250075274694
19158,685000,3,2.0,2500,6733,1.0,0,0,3,8,1770,730,1979,0,98107,1770,6343,69,55,B,A,97500,13.437174117244362
19169,393000,5,2.0,1820,5054,1.0,0,0,4,7,910,910,1970,0,98108,1180,5628,58,62,B,D,60682,12.881564890851399
19175,430000,4,1.75,1890,6000,1.0,0,0,4,6,1110,780,1947,0,98125,1560,6356,59,54,B,B,56208,12.971540487669746
19176,534000,4,1.75,2040,2750,1.5,0,0,4,6,1260,780,1926,0,98105,1940,3750,85,65,B,B,64797,13.188151117942333
19177,735000,4,3.0,2370,3672,1.5,0,0,5,7,1650,720,1916,0,98115,2140,4182,71,58,B,C,91458,13.507625778194974
19180,325000,3,1.75,2180,10230,1.0,0,0,4,7,1090,1090,1961,0,98118,2130,7200,25,59,B,A,60917,12.691580461311874
19190,935000,5,3.0,2700,5001,2.0,0,0,3,10,2700,0,2009,0,98115,1610,5191,82,40,A,B,110458,13.748301808270824
19194,1003000,4,2.5,2230,3600,2.0,0,0,5,8,1630,600,1906,0,98112,2410,4800,65,58,A,B,154868,13.818506066944073
19198,699999,3,0.75,1240,4000,1.0,0,0,4,7,1240,0,1968,0,98112,1460,4000,81,56,B,A,104632,13.458834185453092
19202,930000,3,3.25,2640,4080,2.0,0,0,3,9,1840,800,1912,2000,98105,1990,4080,84,73,B,C,38487,13.742939865129438
19203,727500,3,2.0,2660,5000,1.5,0,3,3,8,1940,720,1910,0,98116,2270,5000,84,43,C,B,77808,13.497369278027785
19204,325000,4,1.75,1670,9500,1.0,0,0,3,7,1670,0,1976,0,98125,1620,9500,53,52,B,B,56208,12.691580461311874
19214,600000,5,2.5,2380,8204,1.0,0,0,3,8,1540,840,1957,0,98115,2270,8204,54,43,A,A,132981,13.304684934198283
19216,512500,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,1450,4240,79,68,B,B,66458,13.1470559899947
19219,539950,3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,1310,5000,80,54,B,B,62786,13.199231821660906
19229,395000,3,1.5,1080,2940,1.5,0,0,4,7,1080,0,1920,0,98115,1400,4930,66,56,A,B,101413,12.886641043883259
19237,306000,2,1.75,1200,2622,1.0,0,0,5,7,800,400,1956,0,98125,1310,1926,78,56,B,B,51741,12.631340380934517
19242,435000,4,1.75,2290,4400,1.0,0,3,3,7,1290,1000,1959,0,98126,1820,4000,62,56,B,A,67277,12.983101310070822
19254,660000,10,3.0,2920,3745,2.0,0,0,4,7,1860,1060,1913,0,98105,1810,3745,91,78,D,D,38487,13.399995114002609
19263,372000,4,1.0,2300,7680,1.0,0,0,3,7,1270,1030,1959,0,98106,1840,5120,80,56,D,D,47701,12.826649133255284
19265,390000,2,1.0,1080,4725,1.5,0,0,3,7,1080,0,1944,0,98126,1520,4961,51,47,A,B,75123,12.873902018105829
19266,302000,2,1.0,890,5000,1.0,0,0,4,6,890,0,1947,0,98118,1160,5000,88,58,C,C,57750,12.618182296357007
19267,495000,3,3.5,1650,1577,2.0,0,0,3,7,1100,550,2012,0,98109,1580,1280,83,80,B,B,88719,13.112313041550827
19268,504500,3,2.5,1820,1545,3.0,0,2,3,8,1640,180,1998,0,98103,1440,1290,88,61,B,B,84728,13.1313231187758
19269,555000,4,1.75,2320,4800,1.5,0,0,3,7,2170,150,1918,0,98117,1390,4800,84,55,B,B,103750,13.226723392728571
19270,1550000,4,3.5,3260,5000,2.0,0,0,5,9,2630,630,1937,0,98105,2600,5000,46,48,A,A,132917,14.253765488895429
19273,655000,1,1.0,1660,5422,1.0,0,0,4,7,830,830,1908,0,98117,1100,5356,76,48,A,A,101397,13.39239051461739
19275,721000,4,2.0,2280,8339,1.0,0,0,4,7,1220,1060,1954,0,98115,1970,8340,52,47,A,B,85759,13.488394416267086
19276,1518630,4,4.25,3650,5328,1.5,0,0,3,9,2330,1320,1907,2014,98119,1710,3600,92,61,A,B,98750,14.233319170603677
19278,458000,3,2.0,2020,8555,1.0,0,0,4,7,1220,800,1957,0,98125,1600,8148,52,52,B,C,44951,13.034624463096321
19280,628000,4,1.75,1940,3060,1.0,0,0,4,7,1000,940,1911,0,98115,1320,3060,73,58,B,C,91458,13.350295445450335
19283,435000,2,1.0,750,2786,1.0,0,0,5,7,750,0,1947,0,98117,1700,4653,62,46,B,B,101397,12.983101310070822
19287,316000,2,2.0,860,3000,1.0,0,0,3,6,860,0,1906,0,98118,1290,3500,87,62,D,D,59275,12.66349749256905
19289,675000,3,2.25,1780,4252,2.0,0,0,4,8,1540,240,1989,0,98144,2220,4000,77,54,C,B,79953,13.422467969854667
19292,546000,4,2.5,2100,1397,3.0,0,0,3,8,1580,520,2008,0,98144,1490,1201,65,59,B,B,79953,13.210374254727043
19293,310000,3,2.0,1310,1361,3.0,0,0,3,7,1310,0,2003,0,98133,1370,1608,69,52,B,B,64297,12.644327576461329
19296,585000,3,2.5,1740,2350,2.0,0,0,3,8,1130,610,1995,0,98112,1740,3201,85,57,B,B,104632,13.279367126213993
19299,174900,3,1.0,1100,6000,1.5,0,0,2,6,1100,0,1926,0,98108,960,5880,62,42,C,C,35425,12.071969661006694
19300,360000,3,2.25,1381,1180,3.0,0,0,3,8,1381,0,2007,0,98125,1381,1180,88,58,C,D,31863,12.793859310432293
19306,606000,3,1.0,1500,3920,1.0,0,0,3,7,1000,500,1947,0,98107,1640,4017,70,54,B,A,97500,13.314635265051452
19308,475000,3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,1680,4080,79,49,A,B,103917,13.071070083016778
19310,624000,4,1.75,2710,9216,1.0,0,0,3,8,1440,1270,1961,0,98126,1960,6350,56,50,A,A,66794,13.343905647351566
19312,345000,3,1.0,960,3844,1.0,0,0,3,7,960,0,1972,0,98133,1020,3844,84,58,C,B,56744,12.751299696013497
19319,850000,4,3.0,2550,3784,1.5,0,0,4,8,1750,800,1900,0,98103,2100,4560,90,62,A,B,84728,13.652991628466498
19321,478000,2,2.0,1200,1867,1.0,0,0,3,7,600,600,1924,1998,98109,1790,2221,92,84,B,A,88719,13.077366011473593
19322,820000,4,2.75,2420,4635,1.5,0,0,5,7,2420,0,1905,0,98103,1590,3150,89,51,B,B,90568,13.617059619240436
19327,824000,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,1964,0,98199,2010,4000,99,0,C,B,62639,13.621925808891609
19328,812000,4,2.5,2270,5000,2.0,0,0,3,9,2270,0,2014,0,98117,1210,5000,90,56,B,B,62786,13.607255619143816
19337,875000,3,2.75,2280,4280,1.0,0,0,5,7,1280,1000,1917,0,98103,1650,4280,76,50,A,B,113906,13.681979165339751
19339,535000,2,3.5,2560,5000,1.0,0,0,4,6,1280,1280,1944,0,98107,1390,4000,83,56,B,B,72396,13.190022025878143
19342,465000,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,2011,98126,1510,4800,70,57,B,B,67277,13.049792684569493
19344,151000,2,0.75,720,5040,1.0,0,0,3,4,720,0,1949,0,98106,1290,4120,45,45,B,C,47363,11.925035115797062
19347,535000,4,1.75,1420,5000,1.5,0,0,4,7,1420,0,1945,0,98117,1490,5000,56,38,A,A,79681,13.190022025878143
19361,450000,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,0,98125,1100,7200,32,49,A,C,87222,13.017002861746503
19368,530000,2,2.25,1260,1312,3.0,0,0,3,8,1260,0,2007,0,98103,1300,1312,91,66,B,B,93155,13.180632285528304
19369,680000,3,2.5,1800,4400,1.0,0,0,5,7,1350,450,1970,0,98199,1920,4400,65,46,A,A,66563,13.42984807715229
19373,485000,4,1.75,1260,3880,1.0,0,0,5,7,860,400,1918,0,98117,1000,3880,76,48,B,A,101397,13.091904169919621
19375,509000,4,2.0,1630,1724,1.5,0,0,3,6,1030,600,1915,1970,98119,1780,3810,71,65,A,A,87667,13.14020329553266
19378,399700,4,1.75,1320,4800,1.0,0,0,4,7,870,450,1930,0,98106,940,4800,47,44,C,B,55504,12.898469544699415
19379,519000,4,2.5,1950,2617,1.5,0,0,4,7,1250,700,1910,0,98107,1520,1438,89,55,B,B,72396,13.159659162148026
19381,950000,3,2.5,3480,7800,1.0,0,0,4,7,1750,1730,1941,1998,98177,3010,9918,42,41,A,B,96193,13.764217263576723
19383,750000,4,2.0,2640,5000,2.0,0,0,3,7,2040,600,1949,0,98117,1330,5000,81,48,A,B,85595,13.527828485512494
19389,936000,3,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,0,98116,2700,9106,60,35,B,A,82333,13.74937075545973
19395,846000,4,3.25,2720,4000,2.0,0,1,3,10,2070,650,2014,0,98118,1450,4000,64,39,B,C,84324,13.64827463858836
19396,725000,4,1.75,1980,5850,1.0,0,1,4,8,1380,600,1960,0,98116,1810,5850,91,52,B,B,66794,13.493926933836812
19402,850000,5,3.5,3150,4120,2.0,0,0,3,8,2460,690,1911,2007,98115,2080,4160,85,59,B,C,50500,13.652991628466498
19404,513000,2,1.0,1840,4322,1.0,0,0,4,7,1160,680,1914,0,98144,1750,4322,69,66,C,D,81676,13.148031124152906
19412,445000,2,2.0,1150,6634,1.0,0,0,3,7,860,290,1940,0,98115,1680,6892,57,52,A,B,80400,13.005829561148378
19421,610000,4,2.25,2200,7200,1.0,0,2,4,8,1220,980,1958,0,98144,1940,6000,76,73,C,C,81676,13.321214236149494
19422,405000,3,1.5,1010,7683,1.5,0,0,5,7,1010,0,1953,0,98125,1550,7271,74,47,C,C,56208,12.911642346088676
19424,356000,3,1.0,920,3863,1.0,0,0,3,6,920,0,1970,0,98118,1080,5150,76,44,B,C,84324,12.782686009834167
19425,794500,5,3.0,3030,4120,1.5,0,0,4,7,1930,1100,1913,0,98115,1280,3090,87,58,B,C,65172,13.585468264958907
19433,1450000,4,3.25,3770,4103,2.0,0,0,5,9,2710,1060,1925,0,98109,2560,4160,73,66,A,B,96538,14.187074114396758
19438,375000,2,1.0,710,4618,1.0,0,1,3,5,710,0,1925,0,98199,1810,4988,77,42,A,A,157292,12.834681304952548
19442,630000,4,2.0,1770,6000,2.0,0,0,5,7,1770,0,1911,1981,98199,1340,6000,64,35,A,A,90951,13.353475098367715
19444,872500,4,2.0,1990,6000,1.0,0,0,3,9,1260,730,1956,2015,98199,1770,6000,67,37,A,A,90951,13.67911793305872
19445,490000,2,1.0,1760,5250,1.0,0,2,4,7,1000,760,1951,0,98126,1760,5400,77,54,C,B,66794,13.102160670086809
19459,387000,2,1.5,1010,948,3.0,0,0,3,8,1010,0,1999,0,98103,1330,1318,99,0,C,B,71809,12.866179972011919
19465,835000,4,2.0,1910,6960,1.5,0,0,5,8,1910,0,1941,0,98103,1360,3300,84,54,B,B,90568,13.635187003832993
19466,1500000,5,3.5,3520,5400,2.0,0,0,3,9,2400,1120,2008,0,98119,1360,3600,91,60,A,B,100172,14.22097566607244
19467,771000,4,2.0,2220,3760,1.5,0,0,4,7,1370,850,1929,0,98117,1620,3760,85,55,A,B,90789,13.555443652545467
19468,1225000,4,2.25,2020,5800,1.0,0,3,4,9,1760,260,1941,0,98199,3100,5800,34,32,A,A,157292,14.018451401960965
19473,370000,3,2.5,1070,1219,2.0,0,0,3,7,720,350,2004,0,98116,1070,1254,93,54,C,B,66794,12.821258284620408
19480,885000,2,2.0,1313,3600,1.0,0,0,3,8,1313,0,1904,2012,98119,1080,3600,88,62,A,B,100172,13.693342923990066
19489,540000,2,1.75,1460,4800,1.0,0,0,5,7,850,610,1950,0,98103,2050,5592,70,59,B,C,87159,13.199324418540456
19491,330000,3,1.0,1160,7912,1.0,0,0,4,7,1160,0,1956,0,98125,1190,7482,63,51,A,B,56208,12.706847933442663
19496,350000,3,1.0,1920,6710,1.0,0,0,3,7,1320,600,1959,0,98118,1810,5600,75,63,D,C,29286,12.765688433465597
19499,488000,3,2.5,1590,2550,3.0,0,0,3,7,1590,0,1985,0,98117,1260,5100,65,41,A,A,79681,13.098070684835283
19500,465000,3,1.0,910,3880,1.0,0,0,3,7,780,130,1942,0,98117,1220,3880,76,48,B,A,101397,13.049792684569493
19501,229500,2,1.75,1870,6625,1.0,0,0,3,7,960,910,1948,0,98178,1680,6000,38,46,A,B,71524,12.343658308482738
19509,725000,3,2.0,1820,6324,1.0,0,0,5,7,910,910,1945,0,98115,1850,6440,24,46,A,A,75714,13.493926933836812
19513,819000,3,1.75,1850,6000,1.5,0,0,3,8,1650,200,1913,1999,98199,1540,6000,63,35,A,A,90951,13.615839362835207
19517,525000,2,1.0,1510,3360,1.0,0,0,3,7,880,630,1924,0,98122,1330,3360,80,62,C,B,104632,13.17115354157376
19520,499000,3,1.0,1270,6250,1.0,0,0,3,7,910,360,1955,0,98116,2000,6250,52,42,A,A,106319,13.120361374733656
19526,1010000,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,0,98119,1970,2008,80,61,B,B,100172,13.825460888817442
19528,510000,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,98117,1660,4040,68,45,A,A,101397,13.142166004700508
19536,415000,3,1.75,1470,4000,1.0,0,0,3,7,1070,400,1979,0,98122,1280,3500,82,60,C,C,76524,12.936033799212835
19539,385000,1,1.0,660,3570,1.0,0,0,3,6,660,0,1906,0,98118,1520,4080,79,56,D,D,59275,12.86099861326992
19541,252500,2,1.0,770,2191,1.0,0,0,3,6,770,0,1937,0,98108,940,5000,61,49,B,B,42159,12.439166527697552
19545,175000,2,1.0,960,5508,1.0,0,0,3,6,770,190,1951,0,98118,1280,5304,71,61,C,D,38846,12.072541252905651
19546,515000,2,1.0,1150,5664,1.0,0,0,3,7,870,280,1948,0,98115,1380,5664,59,44,A,B,103917,13.151922179645874
19550,460000,3,1.75,1300,4000,1.0,0,0,3,7,900,400,1953,0,98199,1750,4000,48,47,A,A,62639,13.038981768465277
19556,675000,4,2.75,2280,3200,1.5,0,0,5,8,1520,760,1931,0,98105,1970,4687,75,57,A,A,110091,13.422467969854667
19557,556000,3,1.75,1640,7437,1.0,0,0,3,7,1090,550,1948,0,98126,1640,7436,49,44,A,A,75123,13.228523573232719
19558,900000,4,2.0,1980,7200,2.0,0,3,3,8,1700,280,1910,0,98119,2490,4200,78,58,B,A,100172,13.710150042306449
19559,400000,3,1.0,900,4084,1.5,0,0,3,7,900,0,1910,0,98117,1280,4080,68,46,A,A,101397,12.89921982609012
19560,724950,4,1.75,1960,4340,1.0,0,0,5,8,980,980,1912,0,98117,1630,4360,69,53,A,B,90789,13.49385796594134
19562,1356920,4,3.5,4270,5800,2.0,0,3,5,10,3170,1100,1937,0,98199,3100,5800,34,32,A,A,157292,14.120727983505116
19568,580000,6,1.75,2180,4000,1.5,0,0,4,7,1380,800,1926,0,98105,1720,4000,90,60,A,A,110091,13.270783382522602
19570,619790,3,1.75,1040,5097,1.0,0,0,4,7,800,240,1944,0,98199,1630,5097,70,37,A,A,157292,13.337135989968775
19572,373000,3,2.0,1400,2445,1.0,0,0,3,7,840,560,2002,0,98144,1400,3200,66,68,B,B,79953,12.829333698625952
19575,575000,3,2.25,2400,5000,1.5,0,0,4,7,1440,960,1926,0,98117,1630,5000,67,48,B,B,101397,13.262125319779487
19580,794154,4,2.0,2210,8556,1.0,0,1,4,8,1210,1000,1954,0,98199,2190,7975,58,39,A,A,90951,13.585032676082449
19582,375000,2,1.0,900,5413,1.0,0,0,3,7,900,0,1947,0,98125,1280,6380,56,53,B,B,64549,12.834681304952548
19585,312500,2,1.5,1070,1200,2.0,0,0,3,7,1070,0,1999,0,98103,1070,1200,72,57,B,C,87159,12.652359748158593
19586,450000,2,1.0,950,4560,1.5,0,0,3,7,950,0,1925,0,98112,2040,4560,64,56,B,B,154868,13.017002861746503
19598,400000,3,1.0,1100,5100,2.0,0,0,4,7,1100,0,1900,0,98117,1540,5100,94,53,C,B,72396,12.89921982609012
19599,515000,3,1.5,1660,5100,1.0,0,0,4,7,1210,450,1954,0,98136,1440,5100,58,48,A,A,102500,13.151922179645874
19604,663000,3,2.0,1480,3876,1.0,0,0,5,7,860,620,1928,0,98117,1660,3774,73,50,A,B,101397,13.404530269168
19610,500000,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,98112,1480,1231,85,61,B,B,104632,13.122363377404328
19612,812000,3,2.5,2040,4559,2.0,0,0,3,9,2040,0,1998,0,98122,1500,4500,85,60,B,B,104632,13.607255619143816
19618,451000,2,1.0,900,6000,1.0,0,0,3,7,900,0,1944,2004,98115,1460,4800,84,47,A,B,103917,13.019222618484815
19620,850000,5,3.0,3900,5250,1.5,0,1,5,8,2620,1280,1931,0,98116,1950,5700,90,52,B,B,66794,13.652991628466498
19625,1059500,5,3.25,3230,3825,2.0,0,0,3,9,2480,750,2014,0,98117,1480,5100,59,43,A,A,79681,13.873307656690491
19628,504200,2,1.5,1200,1687,3.0,0,0,3,8,1200,0,2008,0,98103,1240,1296,80,58,B,B,84728,13.130728293735956
19631,380000,3,2.0,1440,3218,1.0,0,0,3,7,850,590,2008,0,98106,1170,5000,43,53,B,A,67277,12.84792653170257
19632,580000,3,2.25,1480,1026,3.0,0,0,3,8,1480,0,2014,0,98103,1570,1283,91,66,B,B,71809,13.270783382522602
19636,529500,3,2.25,1410,905,3.0,0,0,3,9,1410,0,2014,0,98116,1510,1352,50,34,C,A,106319,13.179688444023599
19648,299000,2,2.5,1400,1262,2.0,0,0,3,8,1160,240,2008,0,98106,1060,1524,51,44,C,C,74107,12.608198852372823
19654,267800,3,1.75,1410,1899,2.0,0,0,3,8,1410,0,2014,0,98106,1410,1811,78,48,B,B,29107,12.49799571223921
19659,535000,3,3.25,1430,1276,3.0,0,0,3,8,1430,0,2007,0,98107,1430,1243,93,54,C,B,72396,13.190022025878143
19660,290000,2,1.5,1020,1275,3.0,0,0,3,8,1020,0,2008,0,98103,980,1415,84,58,C,B,56744,12.577636201962656
19661,370000,3,2.5,1650,1793,3.0,0,0,3,8,1650,0,2007,0,98133,1650,1863,63,57,C,C,31863,12.821258284620408
19665,320000,3,2.25,998,844,2.0,0,0,3,7,798,200,2007,0,98117,998,1110,76,52,B,B,62786,12.676076274775909
19667,1450000,4,3.5,2860,2199,3.0,0,0,3,10,2860,0,2013,0,98102,1990,1378,90,78,B,B,98617,14.187074114396758
19669,299900,3,2.5,1210,2046,2.0,0,0,3,9,920,290,2008,0,98106,1070,651,85,56,D,D,47701,12.6112043647371
19674,386180,2,1.5,960,1829,2.0,0,0,3,7,960,0,2005,0,98122,1470,1829,87,76,C,C,56700,12.86405886099653
19678,425000,3,2.25,1420,1230,2.0,0,0,3,8,940,480,2009,0,98144,1400,1230,81,61,C,D,59275,12.959844447906553
19683,390000,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,2006,0,98108,1930,5117,79,68,B,C,59275,12.873902018105829
19685,1054690,4,3.5,3390,3979,2.0,0,0,3,9,2610,780,2014,0,98199,3350,4165,43,34,A,A,157292,13.868757442850647
19687,562000,2,2.25,1300,1314,3.0,0,0,3,8,1300,0,2008,0,98103,1300,1312,91,66,B,B,93155,13.239257128875828
19688,349000,2,1.75,1250,1208,2.0,0,0,3,7,1040,210,2007,0,98144,1250,1656,76,68,D,B,79953,12.762827201184564
